55.4,-19.7,0
46.7,-18.6,0
49.9,-18.9,0
53,-19.2,0
42.7,-19.7,0
77.5,-16.4,0
41.5,-16.2,0
43.9,-18.3,0
59,-19.1,0
56.7,-20,0
49.6,-19.5,0
54,-18.3,0
42.7,-16.1,0
42.8,-18.2,0
46.5,-19.5,0
45.6,-18.7,0
43.2,-17.9,0
42.8,-19.9,0
56,-20,0
54.3,-18.5,0
