,-116,-112,-108,-104,-100,-96,-92,-88,-84,-80,-76,-72,-68,-64,-60,-56,-52,-48,-44,-40,-36,-32,-28,-24,-20,-16,-12,-8,-4,0,4,8,12,16,20,24,28,32,36,40,44,48,52,56,60,64,68,72,76,80
44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41E-06,0,9.64E-06,0,2.41E-06,4.82E-06,2.65E-05,1.21E-05,5.79E-05,0.00014225,0.00068713,0.0020252,0.011751,0.0098464,0.0016274,0.00035682,4.82E-05,4.82E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0,0,0,0,2.41E-06,0,0,0,0,0,0,0,0,4.82E-06,0,7.23E-06,7.23E-06,2.41E-05,5.06E-05,0.00020011,0.00087277,0.0021892,0.011684,0.0091858,0.0016612,0.00038334,7.47E-05,1.45E-05,0,0,2.41E-06,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41E-06,2.41E-06,2.41E-06,0,7.23E-06,9.64E-06,1.69E-05,2.17E-05,6.99E-05,0.00023628,0.00086313,0.002382,0.011744,0.0091159,0.0016612,0.00035441,7.96E-05,9.64E-06,2.41E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41E-06,0,0,4.82E-06,9.64E-06,2.41E-06,9.64E-06,4.82E-06,9.64E-06,3.86E-05,6.03E-05,0.00022904,0.00096439,0.0025822,0.012048,0.0092075,0.0016178,0.00042674,5.06E-05,9.64E-06,0,0,0,0,0,2.41E-06,0,0,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41E-06,4.82E-06,4.82E-06,7.23E-06,4.82E-06,2.89E-05,8.68E-05,0.00026039,0.00082455,0.0025267,0.01218,0.0088652,0.0016949,0.00045567,8.44E-05,4.82E-06,0,2.41E-06,2.41E-06,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0,2.41E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41E-06,0,0,4.82E-06,1.21E-05,1.45E-05,4.82E-05,9.16E-05,0.00026762,0.00098127,0.0028257,0.012209,0.0090315,0.0014972,0.00040504,7.47E-05,1.21E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,0,2.41E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41E-06,7.23E-06,0,7.23E-06,4.82E-06,1.45E-05,2.65E-05,6.75E-05,0.00029173,0.0010681,0.002898,0.012031,0.0089833,0.0014152,0.00047496,8.68E-05,2.17E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41E-06,2.41E-06,0,2.41E-06,2.41E-06,7.23E-06,4.82E-05,0.00010608,0.00040745,0.0011645,0.0029269,0.011392,0.0086313,0.0016202,0.00044603,8.92E-05,2.41E-06,7.23E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41E-06,2.41E-06,4.82E-06,0,4.82E-06,2.41E-06,1.69E-05,4.10E-05,6.03E-05,0.00014466,0.0003954,0.0012537,0.0029559,0.011517,0.0085324,0.0015599,0.00038334,9.40E-05,1.21E-05,2.41E-06,0,0,0,2.41E-06,0,0,0,0,0,0,0,0,0,0,0
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41E-06,0,0,4.82E-06,1.93E-05,4.10E-05,7.47E-05,0.00017359,0.00051836,0.0013019,0.0029559,0.011334,0.008219,0.0013839,0.00044121,7.23E-05,1.45E-05,2.41E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,2.41E-06,0,0,0,0,0,0,0,0,0,0,0,0,4.82E-06,0,0,0,0,0,2.41E-06,2.41E-06,7.23E-06,3.13E-05,6.51E-05,0.00020975,0.00059792,0.0013188,0.0030909,0.011009,0.0082407,0.0015864,0.00044603,8.20E-05,2.41E-06,1.45E-05,0,0,2.41E-06,0,0,0,0,0,0,0,0,0,0,0,0
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41E-06,7.23E-06,4.82E-06,7.23E-06,1.21E-05,4.82E-06,2.89E-05,6.51E-05,0.00021458,0.00058346,0.0014876,0.003115,0.010818,0.0077899,0.001326,0.00040504,6.03E-05,2.17E-05,2.41E-06,0,0,4.82E-06,2.41E-06,0,0,0,0,0,0,0,0,0,0,0
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41E-06,4.82E-06,0,0,0,9.64E-06,2.41E-05,2.65E-05,3.62E-05,6.75E-05,0.00023145,0.00067748,0.0015744,0.0032355,0.010717,0.0075174,0.0013043,0.00041228,5.06E-05,2.17E-05,2.41E-06,2.41E-06,0,0,0,0,0,0,0,0,0,0,0,0,2.41E-06,0
70,0,0,0,0,0,0,0,0,0,0,2.41E-06,0,0,0,0,2.41E-06,0,1.21E-05,4.82E-06,9.64E-06,9.64E-06,2.41E-05,4.10E-05,0.0001109,0.00021217,0.000704,0.0016515,0.0032138,0.010305,0.0074499,0.0013935,0.00035924,6.99E-05,7.23E-06,9.64E-06,2.41E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,0,0,0,0,0,2.41E-06,0,2.41E-06,0,0,2.41E-06,4.82E-06,2.41E-06,1.21E-05,1.21E-05,5.06E-05,8.68E-05,0.00027967,0.00078839,0.0016901,0.0034164,0.010071,0.007081,0.0012441,0.00029896,6.27E-05,1.21E-05,4.82E-06,2.41E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82E-06,4.82E-06,7.23E-06,1.45E-05,1.21E-05,3.13E-05,0.0001109,0.00027967,0.00064132,0.0016804,0.0034043,0.010051,0.007081,0.001314,0.00037611,8.20E-05,9.64E-06,0,4.82E-06,2.41E-06,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41E-06,0,0,0,2.41E-06,4.82E-06,1.21E-05,2.89E-05,6.51E-05,0.00013984,0.00031102,0.0007474,0.0016997,0.0033488,0.0099139,0.0066953,0.0011838,0.00034718,5.30E-05,1.45E-05,4.82E-06,7.23E-06,2.41E-06,0,0,0,0,0,0,0,0,0,0,0,0,0
78,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41E-06,2.41E-06,2.41E-06,2.41E-06,2.41E-06,2.41E-06,2.17E-05,7.23E-06,2.65E-05,6.27E-05,0.00015912,0.00030378,0.00080044,0.00176,0.0033705,0.0094221,0.0066543,0.0011934,0.00030619,7.47E-05,9.64E-06,1.21E-05,2.41E-06,2.41E-06,2.41E-06,0,2.41E-06,0,0,0,0,0,0,0,0,0,0
80,0,0,0,0,0,0,0,0,0,2.41E-06,0,0,0,0,0,0,2.41E-06,2.41E-06,9.64E-06,2.41E-06,1.45E-05,2.41E-05,3.62E-05,0.00015671,0.00028691,0.00078116,0.001748,0.0032886,0.0092389,0.0066663,0.0011814,0.00034477,3.86E-05,7.23E-06,9.64E-06,2.41E-06,2.41E-06,2.41E-06,0,4.82E-06,2.41E-06,0,0,0,0,0,0,0,0,0
82,0,0,0,0,0,0,0,0,0,0,0,0,4.82E-06,2.41E-06,0,0,4.82E-06,7.23E-06,4.82E-06,2.41E-06,2.41E-06,3.86E-05,2.65E-05,0.00014707,0.000352,0.0008559,0.0017287,0.0032379,0.0091738,0.0060564,0.0011139,0.00035682,4.34E-05,7.23E-06,4.82E-06,2.41E-06,2.41E-06,0,4.82E-06,0,0,0,0,0,0,0,0,0,0,0
84,0,0,0,0,0,0,0,0,2.41E-06,0,0,2.41E-06,2.41E-06,0,2.41E-06,2.41E-06,4.82E-06,2.41E-06,0,7.23E-06,1.21E-05,1.93E-05,3.62E-05,0.00014225,0.00034718,0.00088001,0.0016226,0.0034188,0.0094269,0.0063023,0.0011476,0.00033271,5.55E-05,1.69E-05,4.82E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,0,0,0,0,2.41E-06,2.41E-06,0,0,0,0,0,0,0,0,4.82E-06,0,7.23E-06,2.41E-06,4.82E-06,4.82E-06,1.45E-05,2.89E-05,5.55E-05,0.00011573,0.000352,0.00070883,0.0017359,0.0029727,0.0086361,0.0057405,0.0010898,0.00031102,6.03E-05,2.17E-05,0,0,0,0,0,0,0,2.41E-06,0,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0,0,0,2.41E-06,0,0,0,4.82E-06,0,0,2.41E-06,2.41E-06,4.82E-06,7.23E-06,1.69E-05,1.21E-05,1.93E-05,4.58E-05,0.00011814,0.0001977,0.0004388,0.00078116,0.0042023,0.0050968,0.00099091,0.00023628,5.79E-05,7.23E-06,4.82E-06,7.23E-06,4.82E-06,0,2.41E-06,0,0,0,0,0,0,0,0,0,0,0
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
