,-20,-19.6,-19.2,-18.8,-18.4,-18,-17.6,-17.2,-16.8,-16.4,-16,-15.6,-15.2,-14.8,-14.4,-14,-13.6,-13.2,-12.8,-12.4,-12,-11.6,-11.2,-10.8,-10.4,-10,-9.6,-9.2,-8.8,-8.4,-8,-7.6,-7.2,-6.8,-6.4,-6,-5.6,-5.2,-4.8,-4.4,-4,-3.6,-3.2,-2.8,-2.4,-2,-1.6,-1.2,-0.8,-0.4,0,0.4,0.8,1.2,1.6,2,2.4,2.8,3.2,3.6,4,4.4,4.8,5.2,5.6,6,6.4,6.8,7.2,7.6,8,8.4,8.8,9.2,9.6,10
0.739583313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43E-06,4.87E-06,2.43E-06,2.43E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.739583313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43E-06,2.43E-06,4.87E-06,1.70E-05,1.22E-05,2.92E-05,0.00010956,7.30E-05,2.68E-05,9.74E-06,0,2.43E-06,4.87E-06,0,4.87E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.739583313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43E-06,9.74E-06,7.30E-06,1.46E-05,1.46E-05,2.19E-05,8.52E-05,7.06E-05,0.00021181,0.00048206,0.00064031,0.00029216,0.00014608,5.60E-05,2.19E-05,2.68E-05,7.30E-06,4.87E-06,4.87E-06,0,2.43E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.739583313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43E-06,0,0,2.43E-06,1.22E-05,1.70E-05,9.74E-06,4.87E-05,4.38E-05,5.60E-05,9.98E-05,0.0001193,0.00018747,0.00043337,0.0012514,0.0013683,0.0007937,0.00043093,0.00020208,0.00015338,8.52E-05,2.68E-05,1.46E-05,2.43E-05,9.74E-06,0,2.43E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.739583313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43E-06,0,0,0,2.43E-06,0,0,0,0,0,0,0,2.43E-06,0,7.30E-06,9.74E-06,1.70E-05,2.43E-05,2.43E-05,3.41E-05,2.92E-05,5.60E-05,9.01E-05,0.00012904,0.0001753,0.00031894,0.00078152,0.0022448,0.0027049,0.0015046,0.00084969,0.00066223,0.0003652,0.00019234,9.50E-05,7.55E-05,1.70E-05,1.46E-05,1.22E-05,7.30E-06,4.87E-06,0,0,0,4.87E-06,0,0,0,0,0,0,0,0,0
10.73958331,0,0,2.43E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87E-06,0,0,7.30E-06,2.43E-06,1.46E-05,1.70E-05,2.68E-05,2.92E-05,4.14E-05,6.82E-05,6.57E-05,7.79E-05,9.74E-05,0.00014364,0.00026294,0.00038468,0.0010128,0.0027,0.0037761,0.0022861,0.0010688,0.00076692,0.00045041,0.00041389,0.00027999,0.00021668,0.0001266,9.98E-05,2.92E-05,6.57E-05,1.95E-05,7.30E-06,0,2.43E-06,0,0,2.43E-06,0,0,0,0,0,0,0
12.73958331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43E-06,0,0,0,0,0,4.87E-06,0,0,0,2.43E-06,0,4.87E-06,2.43E-06,2.43E-06,2.43E-06,4.87E-06,0,1.46E-05,9.74E-06,9.74E-06,4.87E-06,2.19E-05,2.43E-05,3.17E-05,6.33E-05,4.63E-05,5.84E-05,9.50E-05,0.00010226,0.00013878,0.00019477,0.00033598,0.00054049,0.0012806,0.0031456,0.0041413,0.0029654,0.0015996,0.00085943,0.00065736,0.00045771,0.00037494,0.00026781,0.00025077,0.00021912,0.00018747,0.00013634,5.84E-05,4.14E-05,1.95E-05,2.19E-05,1.46E-05,7.30E-06,2.43E-06,0,2.43E-06,0,0,2.43E-06,0,0
14.73958331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43E-06,0,0,2.43E-06,2.43E-06,0,0,0,0,7.30E-06,2.43E-06,4.87E-06,2.43E-06,7.30E-06,1.95E-05,7.30E-06,2.68E-05,2.43E-05,3.17E-05,5.84E-05,5.11E-05,4.87E-05,8.52E-05,6.09E-05,0.00011443,0.00014851,0.0001826,0.00028242,0.00035546,0.0006817,0.0015095,0.0033136,0.004134,0.0029459,0.0017627,0.0010445,0.00073527,0.00057701,0.00046258,0.00037737,0.00027512,0.00022642,0.00020695,0.00016069,0.00010469,8.52E-05,6.09E-05,5.60E-05,4.87E-05,1.70E-05,2.68E-05,1.70E-05,1.22E-05,0,4.87E-06,0,0,0
16.73958331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43E-06,2.43E-06,0,0,0,0,0,4.87E-06,7.30E-06,2.43E-06,4.87E-06,7.30E-06,1.95E-05,1.46E-05,1.22E-05,1.70E-05,1.46E-05,2.92E-05,3.17E-05,5.11E-05,4.87E-05,8.28E-05,5.84E-05,7.55E-05,0.0001193,0.00015095,0.00016069,0.00026051,0.0003092,0.00045771,0.00089352,0.0016215,0.0034061,0.004022,0.0028972,0.0018796,0.0011345,0.00076448,0.00068901,0.00049423,0.00048937,0.0003725,0.00021668,0.00019234,0.00017773,0.00012904,9.98E-05,5.84E-05,5.84E-05,6.82E-05,5.36E-05,3.65E-05,2.19E-05,2.19E-05,2.43E-05,9.74E-06,7.30E-06,2.43E-06,0
