0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13636,0.38889,0.78571
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.73077,1.0455,1.5,2.2143
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.91176,1.1667,1.5,1.9545,2.6111,3.6429
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.0238,1.2368,1.5,1.8333,2.2692,2.8636,3.7222,5.0714
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14286,0.5,1,1.2826,1.5,1.7632,2.0882,2.5,3.0385,3.7727,4.8333,6.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85714,1.3148,1.5,1.7174,1.9762,2.2895,2.6765,3.1667,3.8077,4.6818,5.9444,7.9286
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77778,1.125,1.5,1.6852,1.9,2.1522,2.4524,2.8158,3.2647,3.8333,4.5769,5.5909,7.0556,9.3571
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21429,1,1.3333,1.6613,1.8448,2.0556,2.3,2.587,2.9286,3.3421,3.8529,4.5,5.3462,6.5,8.1667,10.786
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61111,1.1818,1.5,1.803,1.9839,2.1897,2.4259,2.7,3.0217,3.4048,3.8684,4.4412,5.1667,6.1154,7.4091,9.2778,12.214
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26923,0.86364,1.3333,1.6364,1.9286,2.1061,2.3065,2.5345,2.7963,3.1,3.4565,3.881,4.3947,5.0294,5.8333,6.8846,8.3182,10.389,12.045
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.0385,1.4615,1.75,2.0405,2.2143,2.4091,2.629,2.8793,3.1667,3.5,3.8913,4.3571,4.9211,5.6176,6.5,7.6538,9.2273,11.5,12.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67647,1.1667,1.5714,1.8462,2.141,2.3108,2.5,2.7121,2.9516,3.2241,3.537,3.9,4.3261,4.8333,5.4474,6.2059,7.1667,8.4231,10.136,11.042,12.955
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81579,1.2647,1.6667,1.9286,2.2308,2.3974,2.5811,2.7857,3.0152,3.2742,3.569,3.9074,4.3,4.7609,5.3095,5.9737,6.7941,7.8333,9.1923,11.045,11.458,13.409
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92857,1.3421,1.75,2,2.2857,2.4756,2.6538,2.8514,3.0714,3.3182,3.5968,3.9138,4.2778,4.7,5.1957,5.7857,6.5,7.3824,8.5,9.9615,10.192,11.875,11.245
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.4048,1.8235,2.0625,2.3333,2.5465,2.7195,2.9103,3.1216,3.3571,3.6212,3.9194,4.2586,4.6481,5.1,5.6304,6.2619,7.0263,7.9706,9.1667,10.731,10.577,10.748,12.182
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16667,1,1.4565,1.881,2.1176,2.375,2.6111,2.7791,2.9634,3.1667,3.3919,3.6429,3.9242,4.2419,4.6034,5.0185,5.5,6.0652,6.7381,7.5526,8.5588,9.8333,9.4643,10.282,11.603,22.214
0,0,0,0,0,0,0,0,0,0,0,0,0,0.28571,1,1.5,1.8913,2.1667,2.4118,2.6702,2.8333,3.0116,3.2073,3.4231,3.6622,3.9286,4.2273,4.5645,4.9483,5.3889,5.9,6.5,7.2143,8.0789,9.1471,10.5,9.8214,12.392,18.167,23.643
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.537,1.9,2.2105,2.4444,2.7059,2.883,3.0556,3.2442,3.4512,3.6795,3.9324,4.2143,4.5303,4.8871,5.2931,5.7593,6.3,6.9348,7.6905,8.6053,9.7353,8.8333,13.038,15.591,19.278,16.251
0,0,0,0,0,0,0,0,0,0,0,0,1,1.569,1.9074,2.25,2.4737,2.7222,2.9286,3.0957,3.2778,3.4767,3.6951,3.9359,4.2027,4.5,4.8333,5.2097,5.6379,6.1296,6.7,7.3696,8.1667,9.1316,10.324,11.833,13.808,16.5,20.389,12
0,0,0,0,0,0,0,0,0,0,0,1,1.5968,1.9138,2.2778,2.5,2.7368,2.9706,3.1327,3.3085,3.5,3.7093,3.939,4.1923,4.473,4.7857,5.1364,5.5323,5.9828,6.5,7.1,7.8043,8.6429,9.6579,10.912,12.5,14.577,17.409,15.028,26.125
0,0,0,0,0,0,0,0,0,0,1,1.5556,1.9194,2.2586,2.5238,2.75,3,3.1667,3.3367,3.5213,3.7222,3.9419,4.1829,4.4487,4.7432,5.0714,5.4394,5.8548,6.3276,6.8704,7.5,8.2391,9.119,10.184,11.5,13.167,15.346,18.318,22.611,29.357
0,0,0,0,0,0,0,0,0,1,1.5,1.9242,2.2419,2.5455,2.7619,3,3.1981,3.3627,3.5408,3.734,3.9444,4.1744,4.4268,4.7051,5.0135,5.3571,5.7424,6.1774,6.6724,7.2407,7.9,8.6739,9.5952,10.711,12.088,13.833,16.115,19.227,23.722,30.786
0,0,0,0,0,0,0,0,0.83333,1.4545,1.9286,2.2273,2.5645,2.7727,3,3.2273,3.3868,3.5588,3.7449,3.9468,4.1667,4.407,4.6707,4.9615,5.2838,5.6429,6.0455,6.5,7.0172,7.6111,8.3,9.1087,10.071,11.237,12.676,14.5,16.885,20.136,24.833,29.037
0,0,0,0,0,0,0,0.68182,1.4167,1.9091,2.2143,2.5303,2.7826,3,3.2381,3.4091,3.5755,3.7549,3.949,4.1596,4.3889,4.6395,4.9146,5.2179,5.5541,5.9286,6.3485,6.8226,7.3621,7.9815,8.7,9.5435,10.548,11.763,13.265,15.167,17.654,21.045,25.944,33.643
0,0,0,0,0,0,0.57692,1.3846,1.8333,2.2027,2.5,2.7917,3,3.2273,3.4298,3.5909,3.7642,3.951,4.1531,4.3723,4.6111,4.8721,5.1585,5.4744,5.8243,6.2143,6.6515,7.1452,7.7069,8.3519,9.1,9.9783,11.024,12.289,13.853,15.833,18.423,21.955,27.056,35.071
0,0,0,0,0,0.5,1.3462,1.7692,2.1923,2.473,2.7857,3,3.2174,3.4492,3.6053,3.7727,3.9528,4.1471,4.3571,4.5851,4.8333,5.1047,5.4024,5.7308,6.0946,6.5,6.9545,7.4677,8.0517,8.7222,9.5,10.413,11.5,12.816,14.441,16.5,19.192,22.864,28.167,36.5
0,0,0,0,0,1.1667,1.7143,2.1538,2.4487,2.7432,3,3.2083,3.4348,3.6186,3.7807,3.9545,4.1415,4.3431,4.5612,4.7979,5.0556,5.3372,5.6463,5.9872,6.3649,6.7857,7.2576,7.7903,8.3966,9.0926,9.9,10.848,11.976,13.342,15.029,17.167,18.5,16.838,15.452,14.28
0,0,0,0,1.0294,1.6667,2.0714,2.4268,2.7051,3,3.2,3.4167,3.6311,3.7881,3.9561,4.1364,4.3302,4.5392,4.7653,5.0106,5.2778,5.5698,5.8902,6.2436,6.6351,7.0714,7.5606,8.1129,8.7414,9.463,10.3,11.283,12.452,12.5,11.732,11.055,10.452,9.9135,9.4286,8.9898
0,0,0,0.92105,1.6176,2,2.407,2.6707,2.9615,3.1923,3.4,3.625,3.7951,3.9576,4.1316,4.3182,4.5189,4.7353,4.9694,5.2234,5.5,5.8023,6.1341,6.5,6.9054,7.3571,7.8636,8.4355,9.0862,9.8333,9.5,9.0578,8.6558,8.2888,7.9524,7.6429,7.3571,7.0926,6.8846,7.3108
0,0,0.66667,1.4474,1.9375,2.3333,2.6395,2.9146,3.1852,3.3846,3.6,3.8016,3.959,4.1271,4.307,4.5,4.7075,4.9314,5.1735,5.4362,5.7222,6.0349,6.378,6.7564,7.1757,7.6429,8.0119,7.7,7.4121,7.1455,6.898,6.6675,6.4524,6.2512,6.0625,6.0556,6.3837,6.7439,7.141,7.5811
