,-20.0,-19.6,-19.2,-18.8,-18.4,-18.0,-17.6,-17.2,-16.8,-16.4,-16.0,-15.6,-15.2,-14.8,-14.4,-14.0,-13.6,-13.2,-12.8,-12.4,-12.0,-11.6,-11.2,-10.8,-10.4,-10.0,-9.6,-9.2,-8.8,-8.4,-8.0,-7.6,-7.199999999999999,-6.800000000000001,-6.4,-6.0,-5.6,-5.199999999999999,-4.800000000000001,-4.4
0.0,3.3045449095130212e-06,3.995387540284118e-06,4.782630513465314e-06,5.6680727700139855e-06,6.650658873314163e-06,7.725998089580798e-06,8.885977098870842e-06,1.0118507376968851e-05,1.1407445062836673e-05,1.2732714169284707e-05,1.4070653391290848e-05,1.5394592998938425e-05,1.6675652250134178e-05,1.7883730651232325e-05,1.898864971159056e-05,1.9961387171398566e-05,2.0775334562678092e-05,2.1407502686877777e-05,2.183959905532276e-05,2.205890691154035e-05,2.205890691154035e-05,2.1839599055322728e-05,2.1407502686877777e-05,2.0775334562678126e-05,1.9961387171398566e-05,1.8988649711590594e-05,1.7883730651232294e-05,1.667565225013421e-05,1.539459299893836e-05,1.4070653391290877e-05,1.2732714169284707e-05,1.1407445062836673e-05,1.0118507376968881e-05,8.885977098870812e-06,7.72599808958079e-06,6.650658873314159e-06,5.668072770014016e-06,4.782630513465306e-06,3.99538754028408e-06,3.3045449095130403e-06
2.0,4.415219359903411e-06,5.33825773328011e-06,6.390097097342425e-06,7.5731410263070265e-06,8.885979345911622e-06,1.032274557428268e-05,1.1872599463135936e-05,1.351938947342132e-05,1.5241545709812542e-05,1.7012244543115293e-05,1.8799871982636505e-05,2.056879446579015e-05,2.2280424285309347e-05,2.3894544017637554e-05,2.537083202703213e-05,2.667051152368043e-05,2.7758030797385757e-05,2.8602673862349155e-05,2.9180000030866377e-05,2.947301837955437e-05,2.947301837955437e-05,2.9180000030866333e-05,2.8602673862349155e-05,2.77580307973858e-05,2.667051152368043e-05,2.5370832027032174e-05,2.3894544017637513e-05,2.2280424285309387e-05,2.0568794465790064e-05,1.8799871982636542e-05,1.7012244543115293e-05,1.5241545709812542e-05,1.351938947342136e-05,1.1872599463135895e-05,1.0322745574282672e-05,8.885979345911617e-06,7.573141026307067e-06,6.390097097342416e-06,5.338257733280058e-06,4.415219359903436e-06
4.0,5.840547640647913e-06,7.061562760035028e-06,8.45295861499639e-06,1.0017914705478877e-05,1.1754565622475792e-05,1.3655151056912456e-05,1.57053312939571e-05,1.7883740728505613e-05,2.0161846236609265e-05,2.250416494155593e-05,2.4868877172859765e-05,2.7208846083418737e-05,2.947302701966879e-05,3.1608219504098145e-05,3.356108520506185e-05,3.5280329346515725e-05,3.671892335746828e-05,3.783623546772536e-05,3.859993500710483e-05,3.89875460147567e-05,3.89875460147567e-05,3.8599935007104775e-05,3.783623546772536e-05,3.6718923357468336e-05,3.5280329346515725e-05,3.356108520506191e-05,3.160821950409809e-05,2.947302701966884e-05,2.7208846083418626e-05,2.4868877172859816e-05,2.250416494155593e-05,2.0161846236609265e-05,1.788374072850567e-05,1.5705331293957043e-05,1.3655151056912442e-05,1.1754565622475787e-05,1.0017914705478932e-05,8.452958614996376e-06,7.06156276003496e-06,5.840547640647947e-06
6.0,7.64919118083311e-06,9.248318293139948e-06,1.1070587977021425e-05,1.3120164328800275e-05,1.5394604277894655e-05,1.7883744378787665e-05,2.056880433432645e-05,2.3421802248258993e-05,2.6405369138513944e-05,2.947303413894717e-05,3.2570027273462705e-05,3.56346148182166e-05,3.859994511170481e-05,4.1396343074048345e-05,4.395395308191842e-05,4.620559589585309e-05,4.808967959800347e-05,4.955298996988298e-05,5.055318449629553e-05,5.106082708116033e-05,5.106082708116033e-05,5.0553184496295454e-05,4.955298996988298e-05,4.808967959800355e-05,4.620559589585309e-05,4.39539530819185e-05,4.139634307404828e-05,3.8599945111704875e-05,3.563461481821645e-05,3.257002727346277e-05,2.947303413894717e-05,2.6405369138513944e-05,2.3421802248259067e-05,2.0568804334326377e-05,1.788374437878765e-05,1.5394604277894645e-05,1.3120164328800345e-05,1.1070587977021408e-05,9.248318293139858e-06,7.649191180833154e-06
8.0,9.918320111689986e-06,1.199182752236686e-05,1.4354672642495771e-05,1.701225484559588e-05,1.9961406325357554e-05,2.3188948654978383e-05,2.6670530371074696e-05,3.036986876116116e-05,3.423850935238313e-05,3.8216195718225855e-05,4.223191039519719e-05,4.6205606379594935e-05,5.0050600496280674e-05,5.367654858602105e-05,5.6992872388004324e-05,5.9912463973288526e-05,6.235546021084762e-05,6.425286090955474e-05,6.55497626671912e-05,6.620799718375435e-05,6.620799718375435e-05,6.55497626671911e-05,6.425286090955474e-05,6.235546021084771e-05,5.9912463973288526e-05,5.699287238800442e-05,5.367654858602096e-05,5.005060049628076e-05,4.620560637959475e-05,4.223191039519728e-05,3.8216195718225855e-05,3.423850935238313e-05,3.0369868761161253e-05,2.66705303710746e-05,2.318894865497836e-05,1.9961406325357544e-05,1.7012254845595967e-05,1.435467264249575e-05,1.1991827522366745e-05,9.918320111690043e-06
10.0,1.2732725829120961e-05,1.539460819100216e-05,1.842793024075314e-05,2.1839623468978578e-05,2.5625621178015366e-05,2.9769005452990346e-05,3.423851490051123e-05,3.898757128704551e-05,4.3953970780582776e-05,4.906035869306954e-05,5.4215565765846785e-05,5.9316830993007756e-05,6.425287412844158e-05,6.890771510729586e-05,7.316507333487238e-05,7.69131232838368e-05,8.004933999635765e-05,8.248514390393126e-05,8.415005230790861e-05,8.499506633611933e-05,8.499506633611933e-05,8.415005230790848e-05,8.248514390393126e-05,8.004933999635779e-05,7.69131232838368e-05,7.316507333487251e-05,6.890771510729575e-05,6.425287412844169e-05,5.931683099300752e-05,5.42155657658469e-05,4.906035869306954e-05,4.3953970780582776e-05,3.898757128704563e-05,3.423851490051111e-05,2.976900545299032e-05,2.5625621178015353e-05,2.1839623468978693e-05,1.842793024075311e-05,1.539460819100201e-05,1.2732725829121036e-05
12.0,1.6183234101943364e-05,1.9566473951154143e-05,2.342181188087188e-05,2.7758057782759718e-05,3.2570042903387536e-05,3.7836264653240466e-05,4.351698994967698e-05,4.955301807892787e-05,5.586528826571437e-05,6.235548306862973e-05,6.890772679258873e-05,7.539141068676621e-05,8.166509808646819e-05,8.758137887968454e-05,9.299246098239735e-05,9.775621468006535e-05,0.00010174233123784694,0.00010483822644455411,0.0001069543171247002,0.00010802832594429514,0.00010802832594429514,0.00010695431712470004,0.00010483822644455411,0.0001017423312378471,9.775621468006535e-05,9.299246098239751e-05,8.75813788796844e-05,8.166509808646833e-05,7.539141068676591e-05,6.890772679258886e-05,6.235548306862973e-05,5.586528826571437e-05,4.955301807892802e-05,4.3516989949676834e-05,3.783626465324043e-05,3.257004290338752e-05,2.7758057782759864e-05,2.3421811880871846e-05,1.9566473951153957e-05,1.618323410194346e-05
14.0,2.036431980313737e-05,2.4621650434705814e-05,2.9473049979158396e-05,3.4929604443786923e-05,4.0984809680707775e-05,4.761160771085951e-05,5.476000004836599e-05,6.235549093668214e-05,7.029859353025418e-05,7.846558918258533e-05,8.671066465898702e-05,9.48694672500974e-05,0.00010276401884266828,0.00011020882458169847,0.00011701790895423708,0.00012301242174145803,0.00012802838776184065,0.00013192413564939138,0.00013458693760056372,0.00013593842636577878,0.00013593842636577878,0.0001345869376005635,0.00013192413564939138,0.00012802838776184087,0.00012301242174145803,0.00011701790895423728,0.00011020882458169828,0.00010276401884266845,9.486946725009701e-05,8.671066465898719e-05,7.846558918258533e-05,7.029859353025418e-05,6.235549093668233e-05,5.47600000483658e-05,4.761160771085947e-05,4.098480968070775e-05,3.492960444378711e-05,2.9473049979158352e-05,2.4621650434705577e-05,2.0364319803137487e-05
16.0,2.5370858587797555e-05,3.067484784249298e-05,3.671895699934532e-05,4.351699754462186e-05,5.1060866295020394e-05,5.931685310617689e-05,6.822266743625001e-05,7.768549885390853e-05,8.758140181546176e-05,9.775624162280601e-05,0.00010802835706686211,0.000118192989560648,0.0001280284053273131,0.00013730350586808635,0.00014578659385718014,0.00015325484900626183,0.00015950398307086828,0.00016435749498308708,0.0001676749429707236,0.00016935869330840912,0.00016935869330840912,0.00016767494297072335,0.00016435749498308708,0.00015950398307086852,0.00015325484900626183,0.00014578659385718038,0.00013730350586808613,0.00012802840532731335,0.00011819298956064753,0.00010802835706686233,9.775624162280601e-05,8.758140181546176e-05,7.768549885390877e-05,6.822266743624977e-05,5.931685310617683e-05,5.106086629502036e-05,4.351699754462209e-05,3.671895699934526e-05,3.067484784249268e-05,2.53708585877977e-05
