5.9312e-05,7.0999e-05,8.4144e-05,9.8731e-05,0.00011469,0.00013191,0.00015021,0.00016935,0.00018902,0.00020888,0.00022854,0.00024755,0.00026549,0.00028189,0.00029633,0.00030841,0.0003178,0.00032421,0.00032747,0.00032747,0.00032421,0.0003178,0.00030841,0.00029633,0.00028189,0.00026549,0.00024755,0.00022854,0.00020888,0.00018902,0.00016935,0.00015021,0.00013191,0.00011469,9.8731e-05,8.4144e-05,7.0999e-05,5.9312e-05,4.9057e-05
7.846e-05,9.3919e-05,0.00011131,0.0001306,0.00015172,0.0001745,0.0001987,0.00022401,0.00025004,0.00027631,0.00030231,0.00032747,0.00035119,0.00037289,0.00039199,0.00040798,0.00042039,0.00042888,0.00043318,0.00043318,0.00042888,0.00042039,0.00040798,0.00039199,0.00037289,0.00035119,0.00032747,0.00030231,0.00027631,0.00025004,0.00022401,0.0001987,0.0001745,0,0,0,0,0,0
0.00010276,0.000123,0.00014578,0.00017105,0.0001987,0.00022854,0.00026024,0.00029339,0.00032747,0.00036188,0.00039593,0.00042888,0.00045995,0.00048836,0.00051338,0.00053432,0.00055057,0.00056169,0.00056733,0.00056733,0.00056169,0.00055057,0.00053432,0.00051338,0.00048836,0.00045995,0.00042888,0.00039593,0.00036188,0.00032747,0,0,0,0,0,0,0,0,0
0.00013324,0.00015949,0.00018902,0.00022179,0.00025765,0.00029633,0.00033743,0.00038042,0.00042461,0.00046923,0.00051338,0.0005561,0.00059639,0.00063324,0.00066568,0.00069282,0.0007139,0.00072831,0.00073563,0.00073563,0.00072831,0.0007139,0.00069282,0.00066568,0.00063324,0.00059639,0.0005561,0,0,0,0,0,0,0,0,0,0,0,0
0.00017105,0.00020475,0.00024266,0.00028472,0.00033076,0.00038042,0.00043318,0.00048836,0.0005451,0.00060238,0.00065906,0.0007139,0.00076562,0.00081292,0.00085457,0.00088941,0.00091648,0.00093498,0.00094436,0.00094436,0.00093498,0.00091648,0.00088941,0.00085457,0.00081292,0.00076562,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0002174,0.00026024,0.00030841,0.00036188,0.00042039,0.00048351,0.00055057,0.00062071,0.00069282,0.00076562,0.00083766,0.00090737,0.0009731,0.0010332,0.0010862,0.0011304,0.0011648,0.0011884,0.0012003,0.0012003,0.0011884,0.0011648,0.0011304,0.0010862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00027357,0.00032747,0.0003881,0.00045537,0.000529,0.00060843,0.00069282,0.00078108,0.00087182,0.00096343,0.0010541,0.0011418,0.0012245,0.0013002,0.0013668,0.0014225,0.0014658,0.0014954,0.0015104,0.0015104,0.0014954,0.0014658,0.0014225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00034082,0.00040798,0.00048351,0.00056733,0.00065906,0.00075801,0.00086315,0.0009731,0.0010862,0.0012003,0.0013132,0.0014225,0.0015256,0.0016198,0.0017028,0.0017722,0.0018261,0.001863,0.0018817,0.0018817,0.001863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00042039,0.00050323,0.00059639,0.00069978,0.00081292,0.00093498,0.0010647,0.0012003,0.0013397,0.0014805,0.0016198,0.0017546,0.0018817,0.001998,0.0021003,0.002186,0.0022525,0.0022979,0.002321,0.002321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00051338,0.00061454,0.00072831,0.00085457,0.00099274,0.0011418,0.0013002,0.0014658,0.0016361,0.001808,0.0019781,0.0021427,0.0022979,0.0024399,0.0025649,0.0026695,0.0027507,0.0028063,0.0028344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00062071,0.00074301,0.00088057,0.0010332,0.0012003,0.0013805,0.001572,0.0017722,0.0019781,0.002186,0.0023917,0.0025907,0.0027784,0.00295,0.0031011,0.0032276,0.0033258,0.0033929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00074301,0.00088941,0.0010541,0.0012368,0.0014368,0.0016525,0.0018817,0.0021214,0.0023679,0.0026167,0.0028629,0.0031011,0.0033258,0.0035313,0.0037122,0.0038635,0.0039811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00088057,0.0010541,0.0012492,0.0014658,0.0017028,0.0019584,0.0022301,0.0025142,0.0028063,0.0031011,0.0033929,0.0036753,0.0039415,0.004185,0.0043994,0.0045788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0010332,0.0012368,0.0014658,0.0017199,0.001998,0.0022979,0.0026167,0.00295,0.0032927,0.0036387,0.0039811,0.0043124,0.0046248,0.0049105,0.0051621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0012003,0.0014368,0.0017028,0.001998,0.002321,0.0026695,0.0030398,0.003427,0.0038251,0.0042271,0.0046248,0.0050097,0.0053726,0.0057045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0013805,0.0016525,0.0019584,0.0022979,0.0026695,0.0030703,0.0034962,0.0039415,0.0043994,0.0048617,0.0053192,0.0057618,0.0061792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001572,0.0018817,0.0022301,0.0026167,0.0030398,0.0034962,0.0039811,0.0044882,0.0050097,0.0055361,0.006057,0.006561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0017722,0.0021214,0.0025142,0.00295,0.003427,0.0039415,0.0044882,0.00506,0.0056478,0.0062413,0.0068285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0019781,0.0023679,0.0028063,0.0032927,0.0038251,0.0043994,0.0050097,0.0056478,0.0063039,0.0069664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002186,0.0026167,0.0031011,0.0036387,0.0042271,0.0048617,0.0055361,0.0062413,0.0069664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0023917,0.0028629,0.0033929,0.0039811,0.0046248,0.0053192,0.006057,0.0068285,0.0076218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0025907,0.0031011,0.0036753,0.0043124,0.0050097,0.0057618,0.006561,0.0073968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0027784,0.0033258,0.0039415,0.0046248,0.0053726,0.0061792,0.0070363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00295,0.0035313,0.004185,0.0049105,0.0057045,0.006561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0031011,0.0037122,0.0043994,0.0051621,0.0059967,0.0068971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0032276,0.0038635,0.0045788,0.0053726,0.0062413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0033258,0.0039811,0.0047182,0.0055361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0033929,0.0040615,0.0048134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003427,0.0041022,0.0048617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003427,0.0041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0033929,0.0040615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0033258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
